Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log,weekday,is_holiday,duration_hours,duration_minutes,total_duration_mins,flight_type,Source_freq,Destination_freq,Airline_mean_price,Source_mean_price,total_duration_mins,journey_month,total_duration_mins^2,total_duration_mins journey_month,journey_month^2
air asia,2019-06-09,kolkata,banglore,CCU → DEL → BLR,22:40:00,10:40 10 Jun,12h,1 stop,No info,11323,9,6,6,1,2,22,Night,11323,9.33467964623179,6,0,12.0,0.0,720.0,Long,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,720.0,6.0,518400.0,4320.0,36.0
air asia,2019-04-18,kolkata,banglore,CCU → BLR,19:55:00,22:25,2h 30m,non-stop,No info,4409,18,4,3,0,2,19,Evening,4409,8.391629968440892,3,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,150.0,4.0,22500.0,600.0,16.0
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,08:55:00,21:20,12h 25m,1 stop,No info,16736,6,3,2,0,1,8,Morning,16736,9.725377116513638,2,0,12.0,25.0,745.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,745.0,3.0,555025.0,2235.0,9.0
air india,2019-05-27,mumbai,hyderabad,BOM → HYD,19:30:00,20:45,1h 15m,non-stop,No info,3100,27,5,0,0,2,19,Evening,3100,8.03947991910045,0,0,1.0,15.0,75.0,Short,0.06524995319228609,0.06524995319228609,9612.427755568247,5059.708751793401,75.0,5.0,5625.0,375.0,25.0
jet airways,2019-05-18,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,19:00,13h 30m,2 stops,In-flight meal not included,13029,18,5,5,1,2,5,Morning,13029,9.47500967011889,5,0,13.0,30.0,810.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,810.0,5.0,656100.0,4050.0,25.0
indigo,2019-06-12,kolkata,banglore,CCU → BLR,14:25:00,16:55,2h 30m,non-stop,No info,4804,12,6,2,0,2,14,Afternoon,4804,8.477412321404392,2,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,150.0,6.0,22500.0,900.0,36.0
vistara,2019-05-24,kolkata,banglore,CCU → DEL → BLR,07:10:00,20:20,13h 10m,1 stop,No info,9555,24,5,4,0,2,7,Morning,9555,9.1649245084457,4,0,13.0,10.0,790.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,790.0,5.0,624100.0,3950.0,25.0
jet airways,2019-06-27,delhi,cochin,DEL → BOM → COK,15:00:00,12:35 28 Jun,21h 35m,1 stop,In-flight meal not included,10262,27,6,3,0,2,15,Afternoon,10262,9.236300473645716,3,0,21.0,35.0,1295.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1295.0,6.0,1677025.0,7770.0,36.0
air asia,2019-03-24,kolkata,banglore,CCU → BLR,19:35:00,22:05,2h 30m,non-stop,No info,5964,24,3,6,1,1,19,Evening,5964,8.693664334532016,6,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,150.0,3.0,22500.0,450.0,9.0
indigo,2019-06-12,delhi,cochin,DEL → BLR → COK,02:00:00,07:45,5h 45m,1 stop,No info,6386,12,6,2,0,2,2,Late Night,6386,8.76201995356159,2,0,5.0,45.0,345.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,345.0,6.0,119025.0,2070.0,36.0
air india,2019-04-09,delhi,cochin,DEL → BOM → COK,08:00:00,19:15,11h 15m,1 stop,No info,6377,9,4,1,0,2,8,Morning,6377,8.760609847570002,1,0,11.0,15.0,675.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,675.0,4.0,455625.0,2700.0,16.0
spicejet,2019-03-18,chennai,kolkata,MAA → CCU,08:20:00,10:35,2h 15m,non-stop,No check-in baggage included,3807,18,3,0,0,1,8,Morning,3807,8.244859395911256,0,0,2.0,15.0,135.0,Medium,0.03566747800037446,0.03566747800037446,4338.284841075794,4789.892388451443,135.0,3.0,18225.0,405.0,9.0
multiple carriers,2019-06-03,delhi,cochin,DEL → BOM → COK,16:00:00,01:30 04 Jun,9h 30m,1 stop,No info,13377,3,6,0,0,2,16,Afternoon,13377,9.501366845678351,0,0,9.0,30.0,570.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,570.0,6.0,324900.0,3420.0,36.0
spicejet,2019-04-12,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,12,4,4,0,2,9,Morning,3841,8.253748343328501,4,0,2.0,25.0,145.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,145.0,4.0,21025.0,580.0,16.0
air india,2019-06-06,kolkata,banglore,CCU → MAA → BLR,14:35:00,14:35 07 Jun,24h,1 stop,No info,6528,6,6,3,0,2,14,Afternoon,6528,8.784009071186633,3,0,24.0,0.0,1440.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1440.0,6.0,2073600.0,8640.0,36.0
air india,2019-05-24,mumbai,hyderabad,BOM → HYD,06:20:00,07:40,1h 20m,non-stop,No info,3100,24,5,4,0,2,6,Morning,3100,8.03947991910045,4,0,1.0,20.0,80.0,Short,0.06524995319228609,0.06524995319228609,9612.427755568247,5059.708751793401,80.0,5.0,6400.0,400.0,25.0
vistara,2019-06-24,chennai,kolkata,MAA → CCU,07:45:00,10:00,2h 15m,non-stop,No info,3687,24,6,0,0,2,7,Morning,3687,8.212839584676484,0,0,2.0,15.0,135.0,Medium,0.03566747800037446,0.03566747800037446,7796.348643006263,4789.892388451443,135.0,6.0,18225.0,810.0,36.0
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,08:00:00,05:05 07 Mar,21h 5m,1 stop,No info,14815,6,3,2,0,1,8,Morning,14815,9.60346295688596,2,0,21.0,5.0,1265.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,1265.0,3.0,1600225.0,3795.0,9.0
indigo,2019-06-12,banglore,delhi,BLR → DEL,04:00:00,06:50,2h 50m,non-stop,No info,3943,12,6,2,0,2,4,Late Night,3943,8.279950715722526,2,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,170.0,6.0,28900.0,1020.0,36.0
jet airways,2019-06-12,delhi,cochin,DEL → BOM → COK,20:55:00,04:25 13 Jun,7h 30m,1 stop,No info,14714,12,6,2,0,2,20,Evening,14714,9.596622660667574,2,0,7.0,30.0,450.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,450.0,6.0,202500.0,2700.0,36.0
spicejet,2019-04-24,kolkata,banglore,CCU → MAA → BLR,15:05:00,20:20,5h 15m,1 stop,No info,4859,24,4,2,0,2,15,Afternoon,4859,8.48879371689454,2,0,5.0,15.0,315.0,Long,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,315.0,4.0,99225.0,1260.0,16.0
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,14:05:00,22:35,8h 30m,1 stop,In-flight meal not included,10844,18,5,5,1,2,14,Afternoon,10844,9.291459423260974,5,0,8.0,30.0,510.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,510.0,5.0,260100.0,2550.0,25.0
indigo,2019-03-18,banglore,new delhi,BLR → HYD → DEL,12:10:00,17:05,4h 55m,1 stop,No info,4410,18,3,0,0,1,12,Afternoon,4410,8.39185670010494,0,0,4.0,55.0,295.0,Medium,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,295.0,3.0,87025.0,885.0,9.0
indigo,2019-05-21,mumbai,hyderabad,BOM → HYD,02:35:00,04:05,1h 30m,non-stop,No info,2754,21,5,1,0,2,2,Late Night,2754,7.9211727215870145,1,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,5673.68290306868,5059.708751793401,90.0,5.0,8100.0,450.0,25.0
jet airways,2019-04-06,banglore,delhi,BLR → DEL,19:50:00,22:50,3h,non-stop,No info,7229,6,4,5,1,2,19,Evening,7229,8.88599431515281,5,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,4.0,32400.0,720.0,16.0
indigo,2019-03-09,banglore,new delhi,BLR → DEL,23:30:00,02:20 10 Mar,2h 50m,non-stop,No info,5694,9,3,5,1,1,23,Night,5694,8.647343875881283,5,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,170.0,3.0,28900.0,510.0,9.0
multiple carriers,2019-05-09,delhi,cochin,DEL → BOM → COK,17:00:00,01:30 10 May,8h 30m,1 stop,No info,9424,9,5,3,0,2,17,Evening,9424,9.151121012316212,3,0,8.0,30.0,510.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,510.0,5.0,260100.0,2550.0,25.0
jet airways,2019-06-15,delhi,cochin,DEL → BOM → COK,19:45:00,19:00 16 Jun,23h 15m,1 stop,In-flight meal not included,10262,15,6,5,1,2,19,Evening,10262,9.236300473645716,5,0,23.0,15.0,1395.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1395.0,6.0,1946025.0,8370.0,36.0
air india,2019-06-09,delhi,cochin,DEL → HYD → BOM → COK,17:15:00,07:40 10 Jun,14h 25m,2 stops,No info,12199,9,6,6,1,2,17,Evening,12199,9.409191230721348,6,0,14.0,25.0,865.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,865.0,6.0,748225.0,5190.0,36.0
vistara,2019-05-06,banglore,delhi,BLR → DEL,11:30:00,14:20,2h 50m,non-stop,No info,4668,6,5,0,0,2,11,Morning,4668,8.448700194970938,0,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,7796.348643006263,8017.464269458353,170.0,5.0,28900.0,850.0,25.0
jet airways,2019-03-21,banglore,new delhi,BLR → BOM → DEL,05:45:00,00:45 19 Mar,19h,1 stop,In-flight meal not included,7832,21,3,3,0,1,5,Morning,7832,8.96610085736724,3,0,19.0,0.0,1140.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,1140.0,3.0,1299600.0,3420.0,9.0
spicejet,2019-03-21,banglore,new delhi,BLR → DEL,09:35:00,12:30,2h 55m,non-stop,No info,4945,21,3,3,0,1,9,Morning,4945,8.506334448081361,3,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.0872495787305748,4338.284841075794,8017.464269458353,175.0,3.0,30625.0,525.0,9.0
air india,2019-03-03,banglore,new delhi,BLR → CCU → GAU → DEL,05:50:00,22:10 07 Mar,40h 20m,2 stops,No info,11791,3,3,6,1,1,5,Morning,11791,9.375176614429115,6,0,40.0,20.0,2420.0,Long,0.20567309492604383,0.0872495787305748,9612.427755568247,8017.464269458353,2420.0,3.0,5856400.0,7260.0,9.0
spicejet,2019-04-12,kolkata,banglore,CCU → BLR,06:55:00,09:30,2h 35m,non-stop,No check-in baggage included,3841,12,4,4,0,2,6,Morning,3841,8.253748343328501,4,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,155.0,4.0,24025.0,620.0,16.0
goair,2019-04-03,banglore,delhi,BLR → DEL,20:55:00,23:40,2h 45m,non-stop,No info,4239,3,4,2,0,2,20,Evening,4239,8.352318548226004,2,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,5861.056701030928,8017.464269458353,165.0,4.0,27225.0,660.0,16.0
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,14:05:00,00:45 07 Mar,10h 40m,1 stop,No info,14815,6,3,2,0,1,14,Afternoon,14815,9.60346295688596,2,0,10.0,40.0,640.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,640.0,3.0,409600.0,1920.0,9.0
jet airways,2019-06-09,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,19:00,9h 20m,2 stops,No info,13014,9,6,6,1,2,9,Morning,13014,9.473857817428666,6,0,9.0,20.0,560.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,560.0,6.0,313600.0,3360.0,36.0
multiple carriers,2019-06-09,delhi,cochin,DEL → BOM → COK,10:20:00,19:00,8h 40m,1 stop,No info,11789,9,6,6,1,2,10,Morning,11789,9.375006993531416,6,0,8.0,40.0,520.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,520.0,6.0,270400.0,3120.0,36.0
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,19:45:00,04:45 25 Mar,9h,1 stop,In-flight meal not included,10031,24,3,6,1,1,19,Evening,10031,9.213535262872702,6,0,9.0,0.0,540.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,540.0,3.0,291600.0,1620.0,9.0
air india,2019-05-15,kolkata,banglore,CCU → BOM → HBX → BLR,09:25:00,17:20 16 May,31h 55m,2 stops,No info,13616,15,5,2,0,2,9,Morning,13616,9.519074291124577,2,0,31.0,55.0,1915.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1915.0,5.0,3667225.0,9575.0,25.0
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,19:00:00,01:35 22 Mar,6h 35m,1 stop,No info,6838,21,3,3,0,1,19,Evening,6838,8.830396801098097,3,0,6.0,35.0,395.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,395.0,3.0,156025.0,1185.0,9.0
jet airways,2019-05-24,banglore,delhi,BLR → DEL,17:45:00,20:45,3h,non-stop,No info,7229,24,5,4,0,2,17,Evening,7229,8.88599431515281,4,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,5.0,32400.0,900.0,25.0
indigo,2019-04-12,banglore,delhi,BLR → DEL,06:05:00,08:50,2h 45m,non-stop,No info,4990,12,4,4,0,2,6,Morning,4990,8.515391569469609,4,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,165.0,4.0,27225.0,660.0,16.0
goair,2019-05-27,delhi,cochin,DEL → BOM → COK,07:00:00,12:55,5h 55m,1 stop,No info,5752,27,5,0,0,2,7,Morning,5752,8.657476736863293,0,0,5.0,55.0,355.0,Long,0.42463958060288337,0.42463958060288337,5861.056701030928,10540.113536155202,355.0,5.0,126025.0,1775.0,25.0
multiple carriers,2019-05-09,delhi,cochin,DEL → IDR → BOM → COK,15:05:00,01:30 10 May,10h 25m,2 stops,No info,18191,9,5,3,0,2,15,Afternoon,18191,9.808737215990318,3,0,10.0,25.0,625.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,625.0,5.0,390625.0,3125.0,25.0
jet airways,2019-06-12,kolkata,banglore,CCU → DEL → BLR,20:25:00,09:45 13 Jun,13h 20m,1 stop,In-flight meal not included,10539,12,6,2,0,2,20,Evening,10539,9.262932822095353,2,0,13.0,20.0,800.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,800.0,6.0,640000.0,4800.0,36.0
air asia,2019-03-09,delhi,cochin,DEL → BLR → COK,16:45:00,07:10 10 Mar,14h 25m,1 stop,No info,8327,9,3,5,1,1,16,Afternoon,8327,9.027378610294804,5,0,14.0,25.0,865.0,Long,0.42463958060288337,0.42463958060288337,5590.260188087775,10540.113536155202,865.0,3.0,748225.0,2595.0,9.0
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,14:05:00,22:35,8h 30m,1 stop,In-flight meal not included,10844,24,5,4,0,2,14,Afternoon,10844,9.291459423260974,4,0,8.0,30.0,510.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,510.0,5.0,260100.0,2550.0,25.0
spicejet,2019-06-12,kolkata,banglore,CCU → BLR,22:20:00,00:40 13 Jun,2h 20m,non-stop,No info,3873,12,6,2,0,2,22,Night,3873,8.262042843966942,2,0,2.0,20.0,140.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,140.0,6.0,19600.0,840.0,36.0
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,21:25:00,10:25 16 Mar,13h,1 stop,No info,13555,18,3,0,0,1,21,Night,13555,9.514584532726944,0,0,13.0,0.0,780.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,780.0,3.0,608400.0,2340.0,9.0
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,20:00:00,18:15 25 May,22h 15m,1 stop,In-flight meal not included,10844,24,5,4,0,2,20,Evening,10844,9.291459423260974,4,0,22.0,15.0,1335.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1335.0,5.0,1782225.0,6675.0,25.0
vistara,2019-04-01,banglore,delhi,BLR → DEL,21:00:00,23:50,2h 50m,non-stop,No info,5403,1,4,0,0,2,21,Night,5403,8.59489469908009,0,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,7796.348643006263,8017.464269458353,170.0,4.0,28900.0,680.0,16.0
air india,2019-05-21,kolkata,banglore,CCU → BLR,20:45:00,23:20,2h 35m,non-stop,No info,4145,21,5,1,0,2,20,Evening,4145,8.329899292995725,1,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,155.0,5.0,24025.0,775.0,25.0
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,19:15:00,19:00 10 Jun,23h 45m,1 stop,In-flight meal not included,10577,9,6,6,1,2,19,Evening,10577,9.266531651625924,6,0,23.0,45.0,1425.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1425.0,6.0,2030625.0,8550.0,36.0
air india,2019-05-09,delhi,cochin,DEL → HYD → MAA → COK,09:45:00,09:25 10 May,23h 40m,2 stops,No info,9925,9,5,3,0,2,9,Morning,9925,9.202912856147384,3,0,23.0,40.0,1420.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1420.0,5.0,2016400.0,7100.0,25.0
indigo,2019-06-15,mumbai,hyderabad,BOM → HYD,19:05:00,20:35,1h 30m,non-stop,No info,2754,15,6,5,1,2,19,Evening,2754,7.9211727215870145,5,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,5673.68290306868,5059.708751793401,90.0,6.0,8100.0,540.0,36.0
air india,2019-05-09,kolkata,banglore,CCU → GAU → BLR,16:45:00,21:05 10 May,28h 20m,1 stop,No info,7662,9,5,3,0,2,16,Afternoon,7662,8.944158830970403,3,0,28.0,20.0,1700.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1700.0,5.0,2890000.0,8500.0,25.0
jet airways,2019-03-12,mumbai,hyderabad,BOM → DEL → HYD,03:00:00,16:35,13h 35m,1 stop,No info,22294,12,3,1,0,1,3,Late Night,22294,10.012117717061576,1,0,13.0,35.0,815.0,Long,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,815.0,3.0,664225.0,2445.0,9.0
indigo,2019-03-15,banglore,new delhi,BLR → DEL,13:00:00,15:50,2h 50m,non-stop,No info,6144,15,3,4,0,1,13,Afternoon,6144,8.723394022000136,4,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,170.0,3.0,28900.0,510.0,9.0
jet airways,2019-03-06,mumbai,hyderabad,BOM → BDQ → DEL → HYD,19:50:00,16:50 07 Mar,21h,2 stops,No info,24210,6,3,2,0,1,19,Evening,23017,10.094562354324832,2,0,21.0,0.0,1260.0,Long,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,1260.0,3.0,1587600.0,3780.0,9.0
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,13:00:00,01:35 28 Mar,12h 35m,1 stop,No info,12327,27,3,2,0,1,13,Afternoon,12327,9.419628376999952,2,0,12.0,35.0,755.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,755.0,3.0,570025.0,2265.0,9.0
spicejet,2019-03-18,mumbai,hyderabad,BOM → HYD,13:10:00,14:30,1h 20m,non-stop,No info,2437,18,3,0,0,1,13,Afternoon,2437,7.798933310041217,0,0,1.0,20.0,80.0,Short,0.06524995319228609,0.06524995319228609,4338.284841075794,5059.708751793401,80.0,3.0,6400.0,240.0,9.0
spicejet,2019-06-12,mumbai,hyderabad,BOM → HYD,05:45:00,07:15,1h 30m,non-stop,No info,2753,12,6,2,0,2,5,Morning,2753,7.9208096792886,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,4338.284841075794,5059.708751793401,90.0,6.0,8100.0,540.0,36.0
jet airways,2019-05-21,kolkata,banglore,CCU → DEL → BLR,09:35:00,23:35,14h,1 stop,No info,14151,21,5,1,0,2,9,Morning,14151,9.55761123583962,1,0,14.0,0.0,840.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,840.0,5.0,705600.0,4200.0,25.0
vistara,2019-06-21,chennai,kolkata,MAA → CCU,17:45:00,20:05,2h 20m,non-stop,No info,11982,21,6,4,0,2,17,Evening,11982,9.391244257682516,4,0,2.0,20.0,140.0,Medium,0.03566747800037446,0.03566747800037446,7796.348643006263,4789.892388451443,140.0,6.0,19600.0,840.0,36.0
indigo,2019-03-03,delhi,cochin,DEL → HYD → MAA → COK,11:55:00,21:20,9h 25m,2 stops,No info,9413,3,3,6,1,1,11,Morning,9413,9.149953221961088,6,0,9.0,25.0,565.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,565.0,3.0,319225.0,1695.0,9.0
air india,2019-05-15,delhi,cochin,DEL → HYD → BOM → COK,17:15:00,19:15 16 May,26h,2 stops,No info,13022,15,5,2,0,2,17,Evening,13022,9.474472303967705,2,0,26.0,0.0,1560.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1560.0,5.0,2433600.0,7800.0,25.0
goair,2019-06-09,kolkata,banglore,CCU → HYD → BLR,06:40:00,14:35,7h 55m,1 stop,No info,3673,9,6,6,1,2,6,Morning,3673,8.20903626577507,6,0,7.0,55.0,475.0,Long,0.2687698932784123,0.2687698932784123,5861.056701030928,9158.389411354929,475.0,6.0,225625.0,2850.0,36.0
jet airways,2019-03-06,delhi,cochin,DEL → BOM → COK,22:20:00,04:25 07 Mar,6h 5m,1 stop,No info,15764,6,3,2,0,1,22,Night,15764,9.66554757197916,2,0,6.0,5.0,365.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,365.0,3.0,133225.0,1095.0,9.0
jet airways,2019-06-24,delhi,cochin,DEL → IDR → BOM → COK,21:25:00,12:35 25 Jun,15h 10m,2 stops,No info,12609,24,6,0,0,2,21,Night,12609,9.442245428958966,0,0,15.0,10.0,910.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,910.0,6.0,828100.0,5460.0,36.0
jet airways business,2019-03-01,banglore,new delhi,BLR → MAA → DEL,09:45:00,14:25,4h 40m,1 stop,Business class,57209,1,3,4,0,1,9,Morning,23017,10.954483987262574,4,0,4.0,40.0,280.0,Medium,0.20567309492604383,0.0872495787305748,58358.666666666664,8017.464269458353,280.0,3.0,78400.0,840.0,9.0
vistara,2019-04-06,banglore,delhi,BLR → DEL,09:45:00,12:35,2h 50m,non-stop,No info,5613,6,4,5,1,2,9,Morning,5613,8.633018756921828,5,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,7796.348643006263,8017.464269458353,170.0,4.0,28900.0,680.0,16.0
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,04:45:00,19:15,14h 30m,1 stop,No info,6630,21,3,3,0,1,4,Late Night,6630,8.799510901368867,3,0,14.0,30.0,870.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,870.0,3.0,756900.0,2610.0,9.0
jet airways,2019-06-27,mumbai,hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,non-stop,No info,5678,27,6,3,0,2,19,Evening,5678,8.644530439877432,3,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,90.0,6.0,8100.0,540.0,36.0
jet airways,2019-03-21,banglore,new delhi,BLR → BOM → DEL,22:50:00,07:40 19 Mar,8h 50m,1 stop,In-flight meal not included,7045,21,3,3,0,1,22,Night,7045,8.860215358901183,3,0,8.0,50.0,530.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,530.0,3.0,280900.0,1590.0,9.0
indigo,2019-03-09,kolkata,banglore,CCU → BLR,14:20:00,16:55,2h 35m,non-stop,No info,4148,9,3,5,1,1,14,Afternoon,4148,8.330622620332868,5,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,155.0,3.0,24025.0,465.0,9.0
air india,2019-03-03,banglore,new delhi,BLR → VGA → DEL,10:30:00,22:55,12h 25m,1 stop,No info,11003,3,3,6,1,1,10,Morning,11003,9.306014122044465,6,0,12.0,25.0,745.0,Long,0.20567309492604383,0.0872495787305748,9612.427755568247,8017.464269458353,745.0,3.0,555025.0,2235.0,9.0
air india,2019-05-18,delhi,cochin,DEL → MAA → COK,06:05:00,09:25 19 May,27h 20m,1 stop,No info,7480,18,5,5,1,2,6,Morning,7480,8.920121751872404,5,0,27.0,20.0,1640.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1640.0,5.0,2689600.0,8200.0,25.0
indigo,2019-05-12,kolkata,banglore,CCU → BLR,22:15:00,00:50 13 May,2h 35m,non-stop,No info,4804,12,5,6,1,2,22,Night,4804,8.477412321404392,6,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,155.0,5.0,24025.0,775.0,25.0
jet airways,2019-05-12,mumbai,hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,non-stop,In-flight meal not included,4050,12,5,6,1,2,2,Late Night,4050,8.30671904320269,6,0,1.0,25.0,85.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,85.0,5.0,7225.0,425.0,25.0
air india,2019-06-27,banglore,delhi,BLR → DEL,10:00:00,12:45,2h 45m,non-stop,No info,6961,27,6,3,0,2,10,Morning,6961,8.848222068371385,3,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,9612.427755568247,8017.464269458353,165.0,6.0,27225.0,990.0,36.0
jet airways,2019-06-03,delhi,cochin,DEL → BOM → COK,16:00:00,19:00 04 Jun,27h,1 stop,In-flight meal not included,10262,3,6,0,0,2,16,Afternoon,10262,9.236300473645716,0,0,27.0,0.0,1620.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1620.0,6.0,2624400.0,9720.0,36.0
air asia,2019-06-12,banglore,delhi,BLR → DEL,23:55:00,02:45 13 Jun,2h 50m,non-stop,No info,3383,12,6,2,0,2,23,Night,3383,8.126813720726114,2,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5590.260188087775,8017.464269458353,170.0,6.0,28900.0,1020.0,36.0
air india,2019-03-09,delhi,cochin,DEL → BLR → COK,20:30:00,23:00 10 Mar,26h 30m,1 stop,No info,8119,9,3,5,1,1,20,Evening,8119,9.002085433155724,5,0,26.0,30.0,1590.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1590.0,3.0,2528100.0,4770.0,9.0
