Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,10:20:00,01:30 28 May,15h 10m,1 stop,No info,6795,27,5,0,0,2,10,Morning,6795,8.824089482791823
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,16:30:00,04:40 02 Apr,12h 10m,1 stop,No info,12681,1,4,0,0,2,16,Afternoon,12681,9.447938944259977
jet airways,2019-06-12,delhi,cochin,DEL → BOM → COK,15:00:00,12:35 13 Jun,21h 35m,1 stop,In-flight meal not included,10262,12,6,2,0,2,15,Afternoon,10262,9.236300473645715
vistara,2019-06-06,kolkata,banglore,CCU → DEL → BLR,17:00:00,18:50 07 Jun,25h 50m,1 stop,No info,8820,6,6,3,0,2,17,Evening,8820,9.084890521258767
jet airways,2019-03-09,banglore,new delhi,BLR → BDQ → DEL,05:50:00,12:20,6h 30m,1 stop,In-flight meal not included,10037,9,3,5,1,1,5,Morning,10037,9.214133170214879
multiple carriers,2019-06-12,delhi,cochin,DEL → BOM → COK,06:00:00,12:35,6h 35m,1 stop,No info,11789,12,6,2,0,2,6,Morning,11789,9.375006993531416
goair,2019-05-15,delhi,cochin,DEL → BOM → COK,10:35:00,19:35,9h,1 stop,No info,7378,15,5,2,0,2,10,Morning,7378,8.906393407058367
indigo,2019-05-24,banglore,delhi,BLR → DEL,18:55:00,21:50,2h 55m,non-stop,No info,4823,24,5,4,0,2,18,Evening,4823,8.481358738407021
jet airways,2019-06-24,banglore,delhi,BLR → DEL,19:50:00,22:50,3h,non-stop,In-flight meal not included,6478,24,6,0,0,2,19,Evening,6478,8.776321456449958
jet airways,2019-06-01,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,04:25 02 Jun,18h 45m,2 stops,No info,13014,1,6,5,1,2,9,Morning,13014,9.473857817428666
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,16:30:00,22:35,6h 5m,1 stop,In-flight meal not included,10844,24,5,4,0,2,16,Afternoon,10844,9.291459423260974
multiple carriers,2019-06-27,delhi,cochin,DEL → BOM → COK,08:00:00,21:00,13h,1 stop,No info,7408,27,6,3,0,2,8,Morning,7408,8.910450756416656
multiple carriers,2019-06-27,delhi,cochin,DEL → HYD → COK,07:05:00,16:10,9h 5m,1 stop,No info,9646,27,6,3,0,2,7,Morning,9646,9.174402265170553
spicejet,2019-05-06,chennai,kolkata,MAA → CCU,17:45:00,20:05,2h 20m,non-stop,No info,3597,6,5,0,0,2,17,Evening,3597,8.188133414510478
spicejet,2019-06-27,kolkata,banglore,CCU → BLR,17:10:00,19:40,2h 30m,non-stop,No info,3873,27,6,3,0,2,17,Evening,3873,8.262042843966942
goair,2019-06-27,delhi,cochin,DEL → BOM → COK,14:25:00,19:35,5h 10m,1 stop,No info,7870,27,6,3,0,2,14,Afternoon,7870,8.97094039814245
jet airways,2019-06-27,delhi,cochin,DEL → BHO → BOM → COK,05:30:00,12:35,7h 5m,2 stops,In-flight meal not included,13344,27,6,3,0,2,5,Morning,13344,9.498897061838624
air india,2019-06-12,mumbai,hyderabad,BOM → HYD,19:30:00,20:45,1h 15m,non-stop,No info,3100,12,6,2,0,2,19,Evening,3100,8.03947991910045
air india,2019-03-18,banglore,new delhi,BLR → DEL,21:05:00,23:55,2h 50m,non-stop,No info,4441,18,3,0,0,1,21,Night,4441,8.398860004454372
indigo,2019-03-27,delhi,cochin,DEL → HYD → COK,04:55:00,12:00,7h 5m,1 stop,No info,6171,27,3,2,0,1,4,Late Night,6171,8.72777821348305
jet airways,2019-05-09,kolkata,banglore,CCU → DEL → BLR,20:25:00,10:55 10 May,14h 30m,1 stop,No info,10953,9,5,3,0,2,20,Evening,10953,9.301459965343666
air india,2019-05-09,kolkata,banglore,CCU → VNS → DEL → BLR,14:30:00,08:55 10 May,18h 25m,2 stops,No info,14214,9,5,3,0,2,14,Afternoon,14214,9.5620530240851
indigo,2019-06-24,delhi,cochin,DEL → BOM → COK,07:30:00,21:00,13h 30m,1 stop,No info,6093,24,6,0,0,2,7,Morning,6093,8.715059959545654
air india,2019-06-24,delhi,cochin,DEL → JDH → BOM → COK,12:55:00,19:15 25 Jun,30h 20m,2 stops,No info,12436,24,6,0,0,2,12,Afternoon,12436,9.42843117965374
jet airways,2019-05-18,delhi,cochin,DEL → AMD → BOM → COK,13:25:00,19:00 19 May,29h 35m,2 stops,No info,15129,18,5,5,1,2,13,Afternoon,15129,9.624434806782402
multiple carriers,2019-06-03,delhi,cochin,DEL → BOM → COK,06:00:00,12:35,6h 35m,1 stop,No info,13259,3,6,0,0,2,6,Morning,13259,9.492507263739853
air india,2019-05-24,kolkata,banglore,CCU → GAU → DEL → BLR,09:50:00,12:30 25 May,26h 40m,2 stops,No info,15170,24,5,4,0,2,9,Morning,15170,9.627140989748092
jet airways,2019-05-21,kolkata,banglore,CCU → BOM → BLR,16:30:00,22:35,6h 5m,1 stop,No info,14781,21,5,1,0,2,16,Afternoon,14781,9.601165503344832
indigo,2019-06-01,delhi,cochin,DEL → BOM → COK,11:25:00,01:30 02 Jun,14h 5m,1 stop,No info,6206,1,6,5,1,2,11,Morning,6206,8.733432966413652
spicejet,2019-05-09,kolkata,banglore,CCU → BLR,17:10:00,19:40,2h 30m,non-stop,No check-in baggage included,3841,9,5,3,0,2,17,Evening,3841,8.253748343328501
jet airways,2019-06-15,delhi,cochin,DEL → BOM → COK,11:30:00,19:00,7h 30m,1 stop,No info,14714,15,6,5,1,2,11,Morning,14714,9.596622660667574
indigo,2019-06-09,delhi,cochin,DEL → BOM → COK,04:55:00,21:00,16h 5m,1 stop,No info,6093,9,6,6,1,2,4,Late Night,6093,8.715059959545654
jet airways,2019-06-09,banglore,delhi,BLR → DEL,11:10:00,14:05,2h 55m,non-stop,No info,8016,9,6,6,1,2,11,Morning,8016,8.989319566042951
air india,2019-03-27,delhi,cochin,DEL → MAA → COK,06:05:00,09:25 28 Mar,27h 20m,1 stop,No info,5117,27,3,2,0,1,6,Morning,5117,8.540519016719735
jet airways,2019-05-01,kolkata,banglore,CCU → BOM → BLR,08:25:00,04:40 02 May,20h 15m,1 stop,In-flight meal not included,8586,1,5,2,0,2,8,Morning,8586,9.058004710672485
indigo,2019-03-09,delhi,cochin,DEL → BOM → COK,15:00:00,01:35 10 Mar,10h 35m,1 stop,No info,13611,9,3,5,1,1,15,Afternoon,13611,9.518707035620796
indigo,2019-05-09,delhi,cochin,DEL → HYD → COK,16:10:00,22:30,6h 20m,1 stop,No info,6704,9,5,3,0,2,16,Afternoon,6704,8.81060879571578
indigo,2019-05-09,kolkata,banglore,CCU → MAA → BLR,06:20:00,10:20,4h,1 stop,No info,4226,9,5,3,0,2,6,Morning,4226,8.34924780056679
air india,2019-04-06,banglore,delhi,BLR → DEL,17:00:00,19:45,2h 45m,non-stop,No info,4651,6,4,5,1,2,17,Evening,4651,8.445052513638554
spicejet,2019-05-27,kolkata,banglore,CCU → BLR,22:20:00,00:40 28 May,2h 20m,non-stop,No info,3873,27,5,0,0,2,22,Night,3873,8.262042843966942
goair,2019-03-03,banglore,new delhi,BLR → DEL,20:55:00,23:50,2h 55m,non-stop,No info,7222,3,3,6,1,1,20,Evening,7222,8.885025658050846
multiple carriers,2019-05-15,delhi,cochin,DEL → BOM → COK,11:30:00,21:00,9h 30m,1 stop,No info,13727,15,5,2,0,2,11,Morning,13727,9.527192821727743
indigo,2019-03-27,delhi,cochin,DEL → BOM → COK,09:10:00,15:30,6h 20m,1 stop,No info,10141,27,3,2,0,1,9,Morning,10141,9.224440496354964
spicejet,2019-04-24,banglore,delhi,BLR → DEL,21:10:00,00:05 25 Apr,2h 55m,non-stop,No info,3625,24,4,2,0,2,21,Night,3625,8.195885391314796
indigo,2019-04-15,delhi,cochin,DEL → HYD → COK,07:35:00,16:10,8h 35m,1 stop,No info,6442,15,4,0,0,2,7,Morning,6442,8.770749549138642
jet airways,2019-05-06,banglore,delhi,BLR → DEL,17:45:00,20:45,3h,non-stop,No info,7229,6,5,0,0,2,17,Evening,7229,8.88599431515281
air asia,2019-06-24,delhi,cochin,DEL → BLR → COK,16:45:00,06:35 25 Jun,13h 50m,1 stop,No info,6752,24,6,0,0,2,16,Afternoon,6752,8.817742129574842
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,21:10:00,18:10 25 Mar,21h,1 stop,No info,13759,24,3,6,1,1,21,Night,13759,9.529521111487334
air india,2019-03-06,mumbai,hyderabad,BOM → BBI → HYD,12:00:00,12:25 07 Mar,24h 25m,1 stop,No info,14408,6,3,2,0,1,12,Afternoon,14408,9.575608290332934
air india,2019-06-09,delhi,cochin,DEL → CCU → BOM → COK,20:15:00,19:15 10 Jun,23h,2 stops,No info,13381,9,6,6,1,2,20,Evening,13381,9.501665799342762
vistara,2019-04-01,kolkata,banglore,CCU → DEL → BLR,17:00:00,20:20 02 Apr,27h 20m,1 stop,No info,9135,1,4,0,0,2,17,Evening,9135,9.119977931895791
indigo,2019-05-15,kolkata,banglore,CCU → NAG → BLR,18:05:00,23:30,5h 25m,1 stop,No info,6218,15,5,2,0,2,18,Evening,6218,8.735364401103888
spicejet,2019-04-27,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No info,4174,27,4,5,1,2,9,Morning,4174,8.336869637284956
air india,2019-06-06,kolkata,banglore,CCU → HYD → BLR,19:00:00,11:05 07 Jun,16h 5m,1 stop,No info,6117,6,6,3,0,2,19,Evening,6117,8.718990524710849
jet airways,2019-05-15,kolkata,banglore,CCU → DEL → BLR,09:35:00,21:05,11h 30m,1 stop,In-flight meal not included,10703,15,5,2,0,2,9,Morning,10703,9.27837278236801
jet airways,2019-06-12,kolkata,banglore,CCU → DEL → BLR,09:35:00,09:45 13 Jun,24h 10m,1 stop,No info,12692,12,6,2,0,2,9,Morning,12692,9.448805939388178
jet airways,2019-06-06,kolkata,banglore,CCU → DEL → BLR,17:00:00,10:55 07 Jun,17h 55m,1 stop,In-flight meal not included,10539,6,6,3,0,2,17,Evening,10539,9.262932822095353
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,13:55:00,19:40,5h 45m,1 stop,In-flight meal not included,11134,24,3,6,1,1,13,Afternoon,11134,9.317848579691468
indigo,2019-03-24,banglore,new delhi,BLR → DEL,21:20:00,00:15 22 Mar,2h 55m,non-stop,No info,4777,24,3,6,1,1,21,Night,4777,8.471777327885755
jet airways,2019-05-18,delhi,cochin,DEL → BOM → COK,11:30:00,12:35 19 May,25h 5m,1 stop,In-flight meal not included,12373,18,5,5,1,2,11,Morning,12373,9.423352776090933
multiple carriers,2019-03-03,delhi,cochin,DEL → HYD → MAA → COK,13:05:00,21:20,8h 15m,2 stops,No info,11966,3,3,6,1,1,13,Afternoon,11966,9.389908140573516
indigo,2019-05-15,chennai,kolkata,MAA → CCU,22:05:00,00:25 16 May,2h 20m,non-stop,No info,5277,15,5,2,0,2,22,Night,5277,8.57130251706327
air india,2019-03-01,banglore,new delhi,BLR → BOM → AMD → DEL,08:50:00,23:55 02 Mar,39h 5m,2 stops,No info,17135,1,3,4,0,1,8,Morning,17135,9.74893679268753
jet airways,2019-06-06,delhi,cochin,DEL → BOM → COK,14:00:00,19:00,5h,1 stop,No info,14714,6,6,3,0,2,14,Afternoon,14714,9.596622660667574
indigo,2019-03-09,banglore,new delhi,BLR → DEL,22:20:00,01:10 10 Mar,2h 50m,non-stop,No info,6144,9,3,5,1,1,22,Night,6144,8.723394022000136
air india,2019-04-01,banglore,delhi,BLR → DEL,13:20:00,16:10,2h 50m,non-stop,No info,5911,1,4,0,0,2,13,Afternoon,5911,8.684739462628038
vistara,2019-03-12,mumbai,hyderabad,BOM → DEL → HYD,19:45:00,19:55 13 Mar,24h 10m,1 stop,No info,12080,12,3,1,0,1,19,Evening,12080,9.399389249519563
indigo,2019-04-06,banglore,delhi,BLR → DEL,10:30:00,13:20,2h 50m,non-stop,No info,4423,6,4,5,1,2,10,Morning,4423,8.39479954320217
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,09:00:00,21:00,12h,1 stop,No info,7618,27,5,0,0,2,9,Morning,7618,8.93840040647301
air asia,2019-05-27,banglore,delhi,BLR → DEL,11:10:00,13:55,2h 45m,non-stop,No info,3383,27,5,0,0,2,11,Morning,3383,8.126813720726114
air india,2019-03-06,delhi,cochin,DEL → AMD → BOM → COK,19:45:00,19:15 07 Mar,23h 30m,2 stops,No info,12646,6,3,2,0,1,19,Evening,12646,9.445175311879977
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,06:00:00,21:00,15h,1 stop,No info,7670,18,5,5,1,2,6,Morning,7670,8.945202263959297
indigo,2019-05-15,kolkata,banglore,CCU → BLR,04:40:00,07:15,2h 35m,non-stop,No info,4804,15,5,2,0,2,4,Late Night,4804,8.477412321404392
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,20:35:00,18:25 13 Mar,21h 50m,1 stop,In-flight meal not included,11087,12,3,1,0,1,20,Evening,11087,9.313618721429684
jet airways,2019-04-18,banglore,delhi,BLR → DEL,11:10:00,14:05,2h 55m,non-stop,No info,7229,18,4,3,0,2,11,Morning,7229,8.88599431515281
spicejet,2019-03-03,chennai,kolkata,MAA → CCU,08:20:00,10:35,2h 15m,non-stop,No info,7050,3,3,6,1,1,8,Morning,7050,8.860924729719041
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,20:00:00,18:15 02 Apr,22h 15m,1 stop,No info,12681,1,4,0,0,2,20,Evening,12681,9.447938944259977
spicejet,2019-04-03,delhi,cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1 stop,No check-in baggage included,4098,3,4,2,0,2,8,Morning,4098,8.318498320504338
spicejet,2019-05-12,chennai,kolkata,MAA → CCU,09:45:00,12:00,2h 15m,non-stop,No check-in baggage included,3543,12,5,6,1,2,9,Morning,3543,8.173011311724972
jet airways,2019-05-21,kolkata,banglore,CCU → DEL → BLR,20:25:00,18:00 22 May,21h 35m,1 stop,No info,14151,21,5,1,0,2,20,Evening,14151,9.557611235839621
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,06:30:00,22:35,16h 5m,1 stop,No info,13339,24,3,6,1,1,6,Morning,13339,9.498522319469615
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,21:10:00,12:00 25 May,14h 50m,1 stop,In-flight meal not included,9663,24,5,4,0,2,21,Night,9663,9.176162920174596
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,11:30:00,04:25 28 May,16h 55m,1 stop,In-flight meal not included,12898,27,5,0,0,2,11,Morning,12898,9.464905067965136
air india,2019-06-03,delhi,cochin,DEL → JAI → BOM → COK,12:00:00,19:15,7h 15m,2 stops,No info,8603,3,6,0,0,2,12,Afternoon,8603,9.05998249038762
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,16:30:00,12:00 13 Jun,19h 30m,1 stop,No info,13044,12,6,2,0,2,16,Afternoon,13044,9.47616019757083
spicejet,2019-03-06,kolkata,banglore,CCU → BLR,17:15:00,19:45,2h 30m,non-stop,No info,4622,6,3,2,0,1,17,Evening,4622,8.438799123988225
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,14:00:00,21:00,7h,1 stop,No info,13062,21,3,3,0,1,14,Afternoon,13062,9.477539085486564
multiple carriers,2019-06-12,delhi,cochin,DEL → BOM → COK,09:15:00,19:00,9h 45m,1 stop,No info,11622,12,6,2,0,2,9,Morning,11622,9.360741172643708
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,20:35:00,20:20 13 Mar,23h 45m,1 stop,In-flight meal not included,11087,12,3,1,0,1,20,Evening,11087,9.313618721429684
multiple carriers,2019-06-15,delhi,cochin,DEL → BOM → COK,10:20:00,19:00,8h 40m,1 stop,No info,11789,15,6,5,1,2,10,Morning,11789,9.375006993531416
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,18:55:00,09:20 10 May,14h 25m,1 stop,In-flight meal not included,9663,9,5,3,0,2,18,Evening,9663,9.176162920174596
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,08:55:00,16:10,7h 15m,1 stop,No info,19225,6,3,2,0,1,8,Morning,19225,9.864018808625762
multiple carriers,2019-06-27,delhi,cochin,DEL → BOM → COK,11:40:00,01:30 28 Jun,13h 50m,1 stop,In-flight meal not included,5797,27,6,3,0,2,11,Morning,5797,8.6652683094816
multiple carriers,2019-06-01,delhi,cochin,DEL → BOM → COK,12:50:00,19:15,6h 25m,1 stop,No info,9526,1,6,5,1,2,12,Afternoon,9526,9.161885151706779
jet airways,2019-04-09,banglore,delhi,BLR → DEL,19:50:00,22:50,3h,non-stop,No info,7229,9,4,1,0,2,19,Evening,7229,8.88599431515281
multiple carriers,2019-04-09,delhi,cochin,DEL → BOM → COK,08:30:00,19:00,10h 30m,1 stop,No info,10877,9,4,1,0,2,8,Morning,10877,9.294497679982905
air india,2019-03-06,banglore,new delhi,BLR → HYD → VGA → DEL,08:15:00,22:55,14h 40m,2 stops,No info,13942,6,3,2,0,1,8,Morning,13942,9.54273286919502
air asia,2019-05-09,banglore,delhi,BLR → DEL,11:10:00,13:55,2h 45m,non-stop,No info,3383,9,5,3,0,2,11,Morning,3383,8.126813720726114
jet airways,2019-06-15,delhi,cochin,DEL → BOM → COK,14:00:00,04:25 16 Jun,14h 25m,1 stop,In-flight meal not included,10262,15,6,5,1,2,14,Afternoon,10262,9.236300473645715
air india,2019-05-24,kolkata,banglore,CCU → IXR → DEL → BLR,05:50:00,20:25,14h 35m,2 stops,No info,11201,24,5,4,0,2,5,Morning,11201,9.323847612769777
jet airways,2019-06-01,delhi,cochin,DEL → BOM → COK,19:15:00,04:25 02 Jun,9h 10m,1 stop,In-flight meal not included,10262,1,6,5,1,2,19,Evening,10262,9.236300473645715
air india,2019-06-03,delhi,cochin,DEL → GOI → BOM → COK,22:00:00,19:15 04 Jun,21h 15m,2 stops,No info,10231,3,6,0,0,2,22,Night,10231,9.23327534325868
jet airways,2019-03-15,banglore,new delhi,BLR → BOM → DEL,14:05:00,08:15 16 Mar,18h 10m,1 stop,In-flight meal not included,9134,15,3,4,0,1,14,Afternoon,9134,9.119868468812108
air asia,2019-05-18,kolkata,banglore,CCU → BLR,10:20:00,12:55,2h 35m,non-stop,No info,5645,18,5,5,1,2,10,Morning,5645,8.638702608813434
jet airways,2019-06-01,delhi,cochin,DEL → BOM → COK,15:00:00,04:25 02 Jun,13h 25m,1 stop,No info,14714,1,6,5,1,2,15,Afternoon,14714,9.596622660667574
air india,2019-03-06,delhi,cochin,DEL → AMD → BOM → COK,16:40:00,19:15 07 Mar,26h 35m,2 stops,No info,12646,6,3,2,0,1,16,Afternoon,12646,9.445175311879977
air india,2019-06-03,delhi,cochin,DEL → GOI → BOM → COK,10:55:00,19:15,8h 20m,2 stops,No info,12173,3,6,0,0,2,10,Morning,12173,9.40705780905387
indigo,2019-06-12,mumbai,hyderabad,BOM → HYD,21:20:00,22:50,1h 30m,non-stop,No info,2227,12,6,2,0,2,21,Night,2227,7.708859601047175
multiple carriers,2019-05-06,delhi,cochin,DEL → BOM → COK,07:30:00,19:00,11h 30m,1 stop,No info,10529,6,5,0,0,2,7,Morning,10529,9.261983605128021
jet airways,2019-05-18,delhi,cochin,DEL → COK,11:00:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,18,5,5,1,2,11,Morning,7202,8.882252884889363
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,09:00:00,21:00,12h,1 stop,In-flight meal not included,7886,27,5,0,0,2,9,Morning,7886,8.97297111339799
spicejet,2019-06-18,mumbai,hyderabad,BOM → HYD,22:45:00,00:15 19 Jun,1h 30m,non-stop,No info,2017,18,6,1,0,2,22,Night,2017,7.609862200913554
indigo,2019-04-27,delhi,cochin,DEL → HYD → COK,05:05:00,16:10,11h 5m,1 stop,No info,6171,27,4,5,1,2,5,Morning,6171,8.72777821348305
jet airways,2019-06-03,mumbai,hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,non-stop,In-flight meal not included,4050,3,6,0,0,2,2,Late Night,4050,8.30671904320269
spicejet,2019-05-09,kolkata,banglore,CCU → KNU → BLR,11:35:00,18:50,7h 15m,1 stop,No info,8479,9,5,3,0,2,11,Morning,8479,9.045465728785949
air asia,2019-05-18,banglore,delhi,BLR → DEL,04:55:00,07:45,2h 50m,non-stop,No info,4282,18,5,5,1,2,4,Late Night,4282,8.36240897761537
vistara,2019-05-24,kolkata,banglore,CCU → DEL → BLR,20:20:00,20:20 25 May,24h,1 stop,No info,9345,24,5,4,0,2,20,Evening,9345,9.142703723260372
air india,2019-06-24,delhi,cochin,DEL → TRV → COK,05:15:00,06:50 25 Jun,25h 35m,1 stop,No info,6587,24,6,0,0,2,5,Morning,6587,8.79300509129753
indigo,2019-05-03,mumbai,hyderabad,BOM → HYD,20:05:00,21:40,1h 35m,non-stop,No info,2754,3,5,4,0,2,20,Evening,2754,7.9211727215870145
spicejet,2019-06-21,banglore,delhi,BLR → DEL,21:10:00,00:05 22 Jun,2h 55m,non-stop,No check-in baggage included,3919,21,6,4,0,2,21,Night,3919,8.273846932784508
jet airways,2019-06-12,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,04:25 13 Jun,18h 45m,2 stops,In-flight meal not included,10368,12,6,2,0,2,9,Morning,10368,9.246575864558277
air india,2019-03-03,banglore,new delhi,BLR → BBI → DEL,09:30:00,16:20,6h 50m,1 stop,No info,11654,3,3,6,1,1,9,Morning,11654,9.363490551469857
goair,2019-04-01,banglore,delhi,BLR → DEL,20:55:00,23:40,2h 45m,non-stop,No info,4239,1,4,0,0,2,20,Evening,4239,8.352318548226004
indigo,2019-05-27,delhi,cochin,DEL → HYD → COK,06:50:00,16:10,9h 20m,1 stop,No info,6674,27,5,0,0,2,6,Morning,6674,8.80612448326845
multiple carriers,2019-06-24,delhi,cochin,DEL → BOM → COK,13:00:00,01:30 25 Jun,12h 30m,1 stop,No info,7198,24,6,0,0,2,13,Afternoon,7198,8.881697406469304
indigo,2019-06-12,kolkata,banglore,CCU → PNQ → BLR,21:00:00,02:15 13 Jun,5h 15m,1 stop,No info,5930,12,6,2,0,2,21,Night,5930,8.687948111838727
jet airways,2019-05-09,banglore,delhi,BLR → DEL,07:10:00,10:10,3h,non-stop,No info,7229,9,5,3,0,2,7,Morning,7229,8.88599431515281
air india,2019-04-01,kolkata,banglore,CCU → DEL → COK → BLR,10:00:00,01:20 02 Apr,15h 20m,2 stops,No info,10408,1,4,0,0,2,10,Morning,10408,9.250426095515468
air india,2019-06-12,delhi,cochin,DEL → LKO → BOM → COK,07:10:00,07:40 13 Jun,24h 30m,2 stops,No info,12488,12,6,2,0,2,7,Morning,12488,9.432603535863086
indigo,2019-06-09,chennai,kolkata,MAA → CCU,05:15:00,07:40,2h 25m,non-stop,No info,3540,9,6,6,1,2,5,Morning,3540,8.172164452111904
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,20:00:00,09:20 13 Jun,13h 20m,1 stop,In-flight meal not included,8529,12,6,2,0,2,20,Evening,8529,9.051344640485725
jet airways,2019-06-24,delhi,cochin,DEL → NAG → BOM → COK,14:35:00,04:25 25 Jun,13h 50m,2 stops,No info,13376,24,6,0,0,2,14,Afternoon,13376,9.501292093295586
goair,2019-05-24,kolkata,banglore,CCU → AMD → BLR,16:40:00,00:15 25 May,7h 35m,1 stop,No info,8855,24,5,4,0,2,16,Afternoon,8855,9.088850474388472
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,06:30:00,19:50,13h 20m,1 stop,No info,14781,15,5,2,0,2,6,Morning,14781,9.601165503344832
indigo,2019-06-27,delhi,cochin,DEL → BOM → COK,17:10:00,01:30 28 Jun,8h 20m,1 stop,No info,5684,27,6,3,0,2,17,Evening,5684,8.645586406184636
jet airways,2019-05-09,delhi,cochin,DEL → JAI → BOM → COK,19:30:00,04:25 10 May,8h 55m,2 stops,In-flight meal not included,13029,9,5,3,0,2,19,Evening,13029,9.47500967011889
jet airways,2019-05-01,delhi,cochin,DEL → AMD → BOM → COK,19:10:00,19:00 02 May,23h 50m,2 stops,No info,15129,1,5,2,0,2,19,Evening,15129,9.624434806782402
air india,2019-06-09,kolkata,banglore,CCU → BOM → BLR,09:25:00,18:30,9h 5m,1 stop,No info,8576,9,6,6,1,2,9,Morning,8576,9.056839480990421
jet airways,2019-03-09,banglore,new delhi,BLR → BOM → DEL,08:55:00,11:25 13 Mar,26h 30m,1 stop,In-flight meal not included,11087,9,3,5,1,1,8,Morning,11087,9.313618721429684
jet airways,2019-06-09,mumbai,hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,non-stop,No info,5678,9,6,6,1,2,10,Morning,5678,8.644530439877432
jet airways,2019-03-21,delhi,cochin,DEL → BOM → COK,18:15:00,04:25 22 Mar,10h 10m,1 stop,No info,12557,21,3,3,0,1,18,Evening,12557,9.438113191674054
indigo,2019-03-27,chennai,kolkata,MAA → CCU,11:35:00,14:00,2h 25m,non-stop,No info,3858,27,3,2,0,1,11,Morning,3858,8.258163361537619
jet airways,2019-05-09,delhi,cochin,DEL → BOM → COK,14:00:00,12:35 10 May,22h 35m,1 stop,In-flight meal not included,12373,9,5,3,0,2,14,Afternoon,12373,9.423352776090933
indigo,2019-03-18,mumbai,hyderabad,BOM → HYD,09:10:00,10:40,1h 30m,non-stop,No info,4049,18,3,0,0,1,9,Morning,4049,8.306472160100585
jet airways,2019-03-15,banglore,new delhi,BLR → BOM → DEL,16:55:00,00:45 13 Mar,7h 50m,1 stop,No info,21934,15,3,4,0,1,16,Afternoon,21934,9.995838813600315
air india,2019-06-27,kolkata,banglore,CCU → BLR,14:15:00,16:45,2h 30m,non-stop,No info,5510,27,6,3,0,2,14,Afternoon,5510,8.614501373883236
vistara,2019-06-15,delhi,cochin,DEL → COK,14:40:00,17:50,3h 10m,non-stop,No info,6216,15,6,5,1,2,14,Afternoon,6216,8.735042754269337
air india,2019-04-01,mumbai,hyderabad,BOM → HYD,19:30:00,20:45,1h 15m,non-stop,No info,2050,1,4,0,0,2,19,Evening,2050,7.62608275807238
indigo,2019-04-03,mumbai,hyderabad,BOM → HYD,02:35:00,04:05,1h 30m,non-stop,No info,2754,3,4,2,0,2,2,Late Night,2754,7.9211727215870145
indigo,2019-06-27,chennai,kolkata,MAA → CCU,07:55:00,10:15,2h 20m,non-stop,No info,3850,27,6,3,0,2,7,Morning,3850,8.25608813381491
indigo,2019-05-06,chennai,kolkata,MAA → CCU,05:15:00,07:40,2h 25m,non-stop,No info,3540,6,5,0,0,2,5,Morning,3540,8.172164452111904
jet airways,2019-05-01,kolkata,banglore,CCU → BOM → BLR,06:30:00,08:15 02 May,25h 45m,1 stop,In-flight meal not included,9663,1,5,2,0,2,6,Morning,9663,9.176162920174596
air india,2019-03-06,delhi,cochin,DEL → HYD → MAA → COK,07:05:00,09:25 07 Mar,26h 20m,2 stops,No info,9190,6,3,2,0,1,7,Morning,9190,9.12598002335811
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,15:00:00,19:00 28 May,28h,1 stop,In-flight meal not included,12898,27,5,0,0,2,15,Afternoon,12898,9.464905067965136
goair,2019-04-15,banglore,delhi,BLR → DEL,07:45:00,10:40,2h 55m,non-stop,No info,4632,15,4,0,0,2,7,Morning,4632,8.440959885416648
spicejet,2019-03-24,mumbai,hyderabad,BOM → HYD,13:10:00,14:30,1h 20m,non-stop,No info,2753,24,3,6,1,1,13,Afternoon,2753,7.9208096792886
